player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
David Eziomume,183196,HB,CLEMSON,8,16,1,1,26.8,19,0,71,1,2,1,35,34.5,3,6,140,0,4,75.6,52.3,77.2,,9.9,44.4,59.3,50.3,19,0,10,3,30,27,0,0,4,19,0,71,35,2.19,4.4,0.33,12
Samuel Brown V,162899,HB,RUTGERS,4,16,2,0,0.0,0,0,38,0,0,2,33,25.8,0,2,278,0,3,75.5,65.9,76.7,,51.9,53.7,67.9,60.0,9,0,0,0,14,17,0,0,0,16,0,38,33,2.06,2.4,0.0,13
Bryce Duke,157656,HB,UTAH,7,16,2,0,0.0,0,0,86,0,0,2,43,29.9,3,5,328,0,4,75.5,70.9,75.8,,11.3,66.8,72.1,55.0,14,0,6,2,8,32,0,0,2,18,0,86,43,2.69,5.4,0.75,12
Jason Brown Jr.,183738,HB,ARIZONA ST,2,16,7,3,57.0,86,0,151,0,0,7,112,272.2,6,7,110,1,11,29.6,69.5,75.2,,0.0,57.7,73.5,58.2,44,0,14,2,17,20,0,0,2,18,1,151,112,7.0,9.4,0.82,5
Cole Ballard,173062,QB,KANSAS,8,16,2,1,15.0,15,0,96,0,0,2,51,45.3,4,5,198,1,10,40.4,69.7,76.6,61.4,,,69.6,60.0,15,0,0,0,0,39,4,1,0,15,0,100,54,3.38,6.3,,2
Marquez Taylor,173772,HB,UTEP,9,16,0,0,0.0,0,0,41,1,0,0,28,0.0,1,1,330,0,7,75.8,55.9,78.5,,83.5,45.1,62.1,40.7,10,0,13,3,24,19,0,0,5,19,0,41,28,1.75,2.6,0.54,7
MJ Flowers,134081,HB,UCONN,7,16,3,2,52.0,39,0,75,1,0,3,34,37.5,2,3,146,0,2,75.5,57.7,76.7,,16.9,38.1,63.9,60.0,23,0,2,1,19,17,0,0,2,17,1,75,34,2.13,4.7,0.11,13
Jaden McGill,184189,HB,W KENTUCKY,2,16,4,1,23.8,15,0,63,0,0,4,38,55.9,1,5,346,0,12,75.8,80.7,74.2,,77.6,59.3,79.3,59.0,15,0,12,1,5,19,0,0,1,17,1,63,38,2.38,3.9,2.4,4
Matt Zollers,198887,QB,MISSOURI,8,15,0,0,0.0,0,0,-7,0,0,0,7,0.0,0,1,229,5,4,44.7,49.8,82.9,54.0,,,39.9,60.3,6,3,0,0,0,153,21,5,0,10,0,14,9,0.6,0.9,,2
Blaze Berlowitz,171066,QB,VANDERBILT,6,15,2,0,0.0,0,0,24,0,0,2,13,15.4,1,5,333,0,9,73.6,57.2,76.2,44.9,,,68.5,60.0,43,0,0,0,0,38,52,2,0,13,1,76,18,1.2,5.1,,0
Brock Thomas,176601,QB,OREGON,7,15,1,1,187.5,15,0,-4,0,0,1,12,8.3,1,3,264,1,2,36.6,58.2,77.3,59.3,,,56.3,60.0,15,0,0,0,0,55,12,3,0,12,0,8,18,1.2,0.5,,2
Lincoln Kienholz,170256,QB,OHIO STATE,7,15,3,1,37.3,22,0,50,0,0,3,39,69.2,1,7,260,0,6,73.7,82.9,76.4,75.5,,,73.1,60.0,22,0,0,0,0,45,9,2,0,13,2,59,41,2.73,3.9,,2
Kenny Minchey,171091,QB,NOTRE DAME,6,15,1,3,88.1,74,0,65,0,0,1,9,6.2,4,4,258,1,0,73.0,86.2,77.8,85.8,,,67.4,60.0,34,1,0,0,0,57,19,3,0,12,1,84,12,0.8,5.6,,2
Zay Parks,190575,HB,FLORIDA ST,2,15,3,1,23.2,22,0,95,0,0,3,55,73.3,3,4,167,0,4,75.2,78.1,72.6,,70.2,58.8,75.3,60.0,22,0,0,0,2,16,0,0,0,15,1,95,55,3.67,6.3,0.0,8
Bo MacCormack III,207813,HB,BOSTON COL,5,15,0,0,0.0,0,0,43,0,1,0,23,9.0,1,3,121,0,9,76.5,60.6,76.5,,41.7,63.8,61.0,,14,0,14,2,22,15,0,0,2,17,1,43,23,1.53,2.9,0.64,6
Donovan Delaney Jr.,170309,HB,KENT STATE,4,15,1,0,0.0,0,0,15,0,0,1,20,8.9,0,3,201,0,10,75.2,49.1,75.0,,14.8,55.3,53.2,60.0,5,0,0,0,10,17,0,0,0,15,1,15,20,1.33,1.0,0.0,5
Duke Clark,200128,HB,FLORIDA,4,15,5,0,0.0,0,0,58,2,0,5,40,78.4,1,5,163,0,4,75.2,72.4,75.5,,75.1,30.4,82.0,60.0,11,0,14,2,17,16,0,0,4,17,0,58,40,2.67,3.9,0.82,11
Roydell Williams,123939,HB,FLORIDA ST,6,15,1,0,0.0,0,0,46,0,0,1,33,12.9,0,2,167,0,3,75.5,64.4,78.2,,64.2,54.4,66.1,63.6,9,0,19,2,27,37,0,0,3,17,0,46,33,2.2,3.1,0.7,11
Tuna Altahir,147591,HB,STANFORD,4,15,3,0,0.0,0,0,55,0,0,3,40,53.3,0,4,300,0,9,75.2,64.4,77.5,,52.1,52.1,67.5,60.0,9,0,0,0,15,19,0,0,0,15,0,55,40,2.67,3.7,0.0,6
Caullin Lacy,121426,WR,LOUISVILLE,13,15,1,0,0.0,0,0,53,4,17,1,30,48.0,1,1,210,0,8,85.6,66.8,66.8,73.7,7.5,67.9,64.0,50.7,11,1,635,60,387,277,0,0,81,75,0,53,30,2.0,3.5,1.64,1
Elijah McCoy,205466,HB,UTEP,6,15,2,0,0.0,0,0,47,1,0,2,27,22.5,2,1,330,0,8,75.2,58.8,77.8,,54.8,43.9,66.1,57.2,12,0,3,1,27,30,0,0,2,16,0,47,27,1.8,3.1,0.11,7
Jaden Hart,183374,HB,SYRACUSE,6,15,3,0,0.0,0,0,53,0,0,3,49,54.4,1,4,304,0,1,75.5,60.7,76.7,,55.2,60.7,61.2,60.0,14,0,8,3,20,16,0,0,4,18,0,53,49,3.27,3.5,0.4,14
Julian Lewis,198304,QB,COLORADO,4,15,1,0,0.0,0,0,-5,0,0,0,0,0.0,2,4,143,0,1,73.6,70.3,81.4,69.5,,,61.5,60.1,15,1,0,0,0,72,57,10,0,5,0,52,33,2.2,3.5,,0
Zach Wilcke,156836,QB,CHARLOTTE,6,15,4,1,25.4,18,0,52,0,0,2,21,42.0,2,4,136,0,3,73.3,54.0,79.8,55.5,,,53.1,60.0,18,1,0,0,0,72,19,5,0,10,1,71,38,2.53,4.7,,5
Jawarn Howell,179059,HB,S CAROLINA,4,15,6,0,0.0,0,0,85,0,1,6,71,174.4,2,4,289,0,8,75.3,76.5,78.0,,83.0,75.0,75.3,64.1,14,0,61,4,29,30,0,0,4,19,0,85,71,4.73,5.7,2.1,7
K.D. Hutchinson,163045,WR,W KENTUCKY,13,15,4,2,39.4,41,0,104,5,9,4,69,75.7,5,6,346,1,10,65.1,75.8,85.1,,,74.2,83.0,44.8,21,0,599,64,280,154,0,0,82,79,2,104,69,4.6,6.9,2.14,1
Maalik Murphy,157302,QB,OREGON ST,10,15,1,0,0.0,0,0,22,0,0,1,22,15.3,2,8,265,3,3,68.8,61.1,75.0,59.0,,60.0,67.1,60.3,11,1,0,0,1,214,16,3,0,12,1,38,22,1.47,2.5,0.0,0
Henry Hesson,145798,QB,MIAMI OH,9,15,2,0,0.0,0,1,-10,0,0,0,0,0.0,2,1,221,2,2,62.4,49.9,57.5,50.5,,,54.2,60.1,14,1,0,0,0,98,52,8,0,7,0,42,27,1.8,2.8,,1
Jackson Acker,145157,TE,WISCONSIN,12,15,2,0,0.0,0,0,55,0,1,2,46,40.0,3,9,349,0,2,75.4,66.8,86.5,,67.3,76.5,75.4,49.9,12,0,66,8,64,190,0,0,11,23,0,55,46,3.07,3.7,1.03,5
Jason Wright,198203,QB,BUFFALO,4,15,2,0,0.0,0,0,43,0,0,2,42,37.3,0,3,126,0,13,75.1,70.3,72.2,50.8,,,68.7,60.0,9,0,0,0,0,17,0,0,0,15,0,43,42,2.8,2.9,,0
Max Cutforth,176220,QB,BOISE ST,11,14,0,0,0.0,0,0,-5,0,0,0,4,0.0,0,3,120,4,1,53.5,54.5,71.0,53.1,,54.3,61.0,60.0,8,2,0,0,1,206,8,3,0,11,0,3,4,0.29,0.2,0.0,1
Duane Thomas Jr.,175797,WR,UCF,12,14,2,0,0.0,0,0,45,0,9,2,27,31.7,0,0,323,0,8,77.9,69.0,85.9,28.7,72.7,69.0,66.7,69.1,9,1,528,53,293,155,0,0,73,67,0,45,27,1.93,3.2,1.8,2
Trech Kekahuna,175527,WR,WISCONSIN,12,14,3,2,66.7,86,0,129,0,3,3,36,38.6,2,3,349,1,3,46.4,63.2,47.4,,,63.7,63.6,54.6,61,1,211,26,172,143,0,0,44,40,1,129,36,2.57,9.2,1.23,1
Eric Singleton Jr.,170078,WR,AUBURN,12,14,2,2,50.8,31,0,61,3,15,2,29,48.9,2,3,115,1,12,56.3,64.4,23.5,51.3,,66.0,58.7,61.2,16,3,534,58,345,239,0,0,80,72,0,61,29,2.07,4.4,1.55,1
Chance Williams,167089,HB,CINCINNATI,5,14,4,0,0.0,0,0,35,0,0,4,31,63.3,0,3,138,0,3,75.2,66.5,76.5,,24.4,54.1,69.9,58.5,7,0,0,0,11,21,0,0,0,14,1,35,31,2.21,2.5,0.0,11
Landon Sims,200048,QB,WYOMING,5,14,4,1,35.2,37,0,93,0,0,3,70,124.3,5,5,351,0,7,73.8,86.6,75.0,80.7,,,73.4,60.0,37,0,0,0,0,32,12,1,0,13,1,105,78,5.57,7.5,,6
Justin Baker,199977,HB,TENNESSEE,3,14,1,0,0.0,0,0,43,0,0,1,33,16.8,0,1,307,0,6,74.8,70.9,74.9,,78.1,54.2,71.0,60.0,7,0,0,0,11,16,0,0,0,14,0,43,33,2.36,3.1,0.0,8
Zion Johnson,198264,HB,CINCINNATI,3,14,4,1,25.3,21,0,83,0,0,4,44,78.6,3,5,138,0,2,75.2,70.5,74.7,,45.3,82.3,68.0,58.8,21,0,21,2,7,17,0,0,2,16,1,83,44,3.14,5.9,3.0,12
Jake Davids,193126,HB,CHARLOTTE,2,14,0,0,0.0,0,0,47,0,0,0,33,0.0,0,3,136,0,0,74.8,62.8,73.0,,26.4,60.0,63.0,60.0,8,0,0,0,1,16,0,0,0,14,0,47,33,2.36,3.4,0.0,14
Corey Smith,191341,HB,PENN STATE,2,14,2,0,0.0,0,0,29,0,0,2,25,25.5,0,2,266,0,10,75.6,62.3,74.5,,76.1,53.4,63.0,59.7,9,0,0,0,10,18,0,0,0,14,0,29,25,1.79,2.1,0.0,4
Dermaricus Davis,190930,QB,HAWAII,7,14,1,1,66.1,37,0,56,0,0,1,15,7.7,2,2,180,0,4,74.5,83.7,0.0,62.2,,,79.8,60.0,37,1,0,0,0,23,0,0,0,14,0,56,15,1.07,4.0,,2
Willie Shaw III,145916,HB,TOLEDO,3,14,3,2,44.4,36,0,81,0,0,3,60,91.8,3,4,316,0,10,74.8,78.4,74.4,,75.6,55.0,79.3,52.1,20,0,0,0,7,17,0,0,0,14,0,81,60,4.29,5.8,0.0,4
David Cordero,146071,HB,HAWAII,8,14,1,0,0.0,0,0,51,0,0,1,40,17.9,1,1,180,0,3,75.0,64.1,76.4,,40.2,70.2,63.8,66.2,11,0,16,2,11,26,0,0,2,16,0,51,40,2.86,3.6,1.45,10
Rodney Gallagher III,173178,WR,W VIRGINIA,12,14,6,1,19.3,16,0,83,1,6,6,62,126.5,2,2,343,0,13,79.3,58.6,85.7,,,56.3,74.8,48.6,16,2,243,28,244,247,0,0,42,42,0,83,62,4.43,5.9,1.0,1
Drayden Dickmann,173233,WR,RICE,12,14,2,1,-800.0,16,1,-2,2,5,2,14,13.7,1,0,275,2,6,29.6,61.4,91.0,,47.0,69.7,41.9,48.4,16,1,320,37,210,436,0,0,59,51,0,-2,14,1.0,-0.1,1.52,3
Dre Washington,147143,HB,ALABAMA,5,14,1,0,0.0,0,0,59,0,0,1,43,20.5,1,2,103,0,6,75.2,68.4,75.9,,72.4,60.8,68.7,58.6,14,0,15,1,14,17,0,0,2,15,0,59,43,3.07,4.2,1.07,8
Deshawn Purdie,184271,QB,WAKE,8,14,3,0,0.0,0,0,-13,0,0,0,2,0.0,1,1,339,3,4,26.8,43.0,80.8,48.5,,,35.9,60.0,13,0,0,0,0,73,21,4,0,10,0,8,29,2.07,0.6,,0
Terrence Gist,173865,HB,AIR FORCE,9,14,2,0,0.0,0,0,71,0,0,2,35,35.7,1,4,101,0,8,75.2,69.8,80.7,,34.0,57.5,70.8,72.1,10,0,0,0,4,58,0,0,0,14,0,71,35,2.5,5.1,0.0,0
Dalen Cobb,158341,WR,GA SOUTHRN,12,14,2,0,0.0,0,0,51,7,10,2,29,35.0,2,4,174,2,10,40.7,61.5,86.6,51.7,64.4,63.2,64.9,38.9,12,0,506,57,297,177,0,0,83,71,1,51,29,2.07,3.6,1.7,0
Blake Barnett,183896,QB,KANSAS ST,4,14,4,0,0.0,0,0,40,0,0,4,44,89.8,1,4,199,1,13,26.9,54.8,73.7,,,57.6,56.7,60.0,11,0,0,0,2,16,0,0,0,14,0,40,44,3.14,2.9,0.0,1
Keith Adams Jr.,156236,HB,CLEMSON,5,14,1,0,0.0,0,0,71,0,0,1,35,17.9,2,5,140,0,4,74.8,67.6,74.4,,76.8,56.0,68.0,56.6,12,0,0,0,9,24,0,0,0,14,1,71,35,2.5,5.1,0.0,8
Eric Weatherly,156259,WR,BALL ST,12,14,4,2,34.8,40,0,115,2,4,4,38,51.7,3,3,117,0,14,54.1,61.8,5.8,,62.1,58.1,74.6,71.6,22,2,240,28,214,141,0,0,41,42,0,115,38,2.71,8.2,1.12,0
Kaden Wetjen,156448,WR,IOWA,13,14,7,2,53.9,41,0,76,1,7,7,51,141.7,3,5,192,1,3,69.5,63.6,84.0,,,59.7,74.3,52.1,21,0,158,22,108,113,0,0,30,36,2,76,51,3.64,5.4,1.46,3
Daniel Kaelin,183565,QB,VIRGINIA,7,14,0,1,70.1,54,0,76,0,0,0,5,0.0,2,4,335,3,0,48.1,58.1,79.7,54.0,,,64.4,60.1,54,0,0,0,0,73,1,2,0,12,0,77,9,0.64,5.5,,6
Michael Merdinger,183334,QB,LIBERTY,5,14,4,0,0.0,0,0,1,0,0,1,15,30.6,3,6,206,1,1,72.1,67.7,80.4,62.6,,,67.9,60.0,20,0,0,0,0,98,54,7,0,7,1,55,40,2.86,3.9,,2
Landon Graves,181155,QB,LA MONROE,8,14,4,0,0.0,0,0,39,0,0,3,30,90.0,3,3,209,0,8,72.9,57.2,41.1,56.6,,,59.8,60.0,16,1,0,0,0,70,31,4,0,10,0,70,37,2.64,5.0,,0
Stacy Gage,190337,HB,UCF,4,13,4,1,36.5,23,0,63,0,0,4,48,105.5,1,6,323,0,3,74.4,67.6,76.2,,16.3,55.1,72.0,58.7,23,0,5,1,16,19,0,0,1,14,1,63,48,3.69,4.8,0.31,10
Chaston Ditta,198345,QB,E CAROLINA,5,13,2,0,0.0,0,0,16,0,0,2,15,20.8,1,1,156,1,5,73.3,60.8,78.0,55.7,,60.0,64.4,60.0,11,0,0,0,0,61,3,1,0,12,0,19,15,1.15,1.5,,0
Freddie Brock IV,142276,HB,OKLA STATE,3,13,1,0,0.0,0,0,35,0,2,1,29,41.8,1,0,262,0,5,74.5,63.3,74.7,,76.1,58.9,62.1,60.0,11,0,4,3,19,14,0,0,3,16,0,35,29,2.23,2.7,0.21,8
Antonio Williams,156241,WR,CLEMSON,10,13,1,2,51.3,40,0,71,1,8,1,29,36.0,2,3,140,1,6,81.0,79.9,85.1,87.3,61.1,79.2,60.9,68.5,24,0,611,55,269,164,7,2,72,66,1,78,34,2.62,6.0,2.27,2
Dennis Murray Jr.,189969,HB,GA STATE,9,13,2,0,0.0,0,0,53,0,3,2,37,52.7,1,4,175,0,4,75.4,63.6,80.0,,21.4,72.5,61.3,58.2,13,0,101,14,76,23,0,0,14,27,0,53,37,2.85,4.1,1.33,8
Terrence Smith,188214,WR,UCONN,13,13,2,2,57.4,39,0,68,1,3,2,51,109.0,2,3,146,0,3,76.0,61.5,78.5,47.3,,63.3,61.5,59.6,21,0,41,5,27,21,0,0,6,18,1,68,51,3.92,5.2,1.52,7
Shay Smith,188323,QB,UTEP,11,13,1,0,0.0,0,0,30,0,0,1,21,12.4,0,3,330,1,9,74.5,44.5,75.0,29.1,72.6,,63.8,60.0,8,0,-2,0,0,25,0,0,0,13,1,30,21,1.62,2.3,,4
Steve Angeli,156966,QB,SYRACUSE,4,13,2,0,0.0,0,0,15,0,0,1,11,22.4,1,5,304,3,1,50.7,78.2,83.4,75.0,,,71.7,60.3,11,0,0,0,0,105,34,6,0,7,1,49,22,1.69,3.8,,0
Nolan James Jr.,199837,HB,NOTRE DAME,4,13,0,1,45.5,15,0,33,0,0,0,33,0.0,1,1,258,0,7,74.5,56.7,75.2,,70.7,55.5,57.4,57.9,15,0,0,0,8,19,0,0,0,13,0,33,33,2.54,2.5,0.0,6
Samari Howard,170984,FB,ARMY,13,13,3,1,36.6,15,0,41,2,0,3,37,40.2,2,3,114,0,5,74.5,57.9,68.6,,61.6,56.8,62.7,56.3,15,2,125,11,112,515,0,1,16,23,0,41,37,2.85,3.2,1.12,3
JoJo Earle,146588,WR,UNLV,14,13,3,1,26.5,27,0,102,2,6,3,45,89.0,4,3,325,1,5,42.7,67.8,9.8,,,64.7,77.9,59.9,27,2,258,22,152,127,0,0,29,35,2,102,45,3.46,7.8,1.7,7
Zach Calzada,98006,QB,KENTUCKY,3,13,0,0,0.0,0,0,12,0,0,0,14,0.0,1,5,202,0,4,73.5,46.4,79.7,41.6,,,63.2,60.0,17,1,0,0,0,70,20,3,0,10,1,32,15,1.15,2.5,,1
Damashja Harris,150338,HB,WYOMING,4,13,4,1,38.5,20,0,52,0,0,4,44,96.7,2,2,351,0,6,74.4,68.5,75.7,,84.0,56.8,68.5,,20,0,-1,1,18,13,0,0,1,14,0,52,44,3.38,4.0,-0.06,7
D'Shaun Ford,199744,HB,LA MONROE,6,13,8,0,0.0,0,0,44,0,0,8,50,236.7,2,4,209,1,4,25.7,59.6,75.7,,76.5,57.6,59.0,60.0,14,0,0,0,3,28,0,0,0,13,0,44,50,3.85,3.4,0.0,9
Malachi Nelson,174203,QB,UTEP,6,13,0,0,0.0,0,0,13,0,0,0,4,0.0,1,2,330,1,0,64.5,53.3,84.0,54.0,,,50.3,60.2,10,2,0,0,0,108,35,10,0,3,0,48,20,1.54,3.7,,2
Walker Howard,157112,QB,LA LAFAYET,6,13,5,2,44.6,45,0,81,0,0,4,27,108.0,5,4,207,1,1,73.0,42.4,78.0,34.1,,,66.0,60.0,25,1,0,0,0,40,20,3,0,10,1,101,39,3.0,7.8,,7
P.J. Prioleau,144099,HB,VA TECH,8,13,0,1,27.1,16,0,59,1,9,0,40,106.5,2,3,337,0,1,77.8,66.7,77.0,,11.3,83.1,67.1,58.5,16,0,90,13,32,19,0,0,15,26,0,59,40,3.08,4.5,2.81,12
Preston Rex,163255,HB,BYU,5,13,2,0,0.0,0,0,30,0,1,2,30,43.3,0,1,128,0,5,74.9,60.9,78.8,,66.6,63.4,59.5,59.1,9,0,50,3,33,32,0,0,5,16,0,30,30,2.31,2.3,1.52,8
Darius Curry,191052,QB,COLO STATE,5,13,1,1,27.9,19,0,22,0,0,0,8,0.0,1,0,144,2,1,57.5,58.2,80.5,61.7,,,47.1,60.0,19,0,0,0,0,31,46,8,0,5,0,68,12,0.92,5.2,,2
Nate Rogers,190774,QB,UAB,9,13,7,1,19.5,15,0,58,0,0,7,52,300.8,4,4,321,2,6,16.2,46.2,72.7,51.8,,,52.1,60.0,15,0,0,0,0,16,19,2,0,11,2,77,56,4.31,5.9,,5
Hunter Andrews,183855,TE,UTAH,4,13,4,3,53.1,60,0,113,0,1,4,31,51.8,5,7,328,0,12,74.8,83.5,81.8,,75.5,82.2,78.2,57.0,25,0,65,10,29,67,0,0,10,23,1,113,31,2.38,8.7,2.24,1
Shane Reynolds,162579,HB,NAVY,8,13,0,0,0.0,0,0,39,0,0,0,30,0.0,0,3,237,0,9,74.4,48.8,79.1,,6.3,63.2,50.5,62.1,8,0,3,1,4,54,0,0,1,14,1,39,30,2.31,3.0,0.75,2
Arrington Maiden,184715,QB,MEMPHIS,7,13,0,2,50.0,39,0,67,0,0,0,24,0.0,5,5,218,1,3,30.6,67.3,75.0,70.6,,,60.0,60.0,21,0,0,0,0,29,11,1,0,12,1,78,26,2.0,6.0,,8
Chris Barnes,190363,WR,WAKE,11,13,3,2,69.4,93,1,134,1,5,3,88,102.2,4,5,339,1,4,30.5,76.9,47.4,,,78.3,58.3,67.5,78,1,552,40,190,120,0,0,57,53,0,134,88,6.77,10.3,2.91,0
Jamarian Samuel,174149,HB,GA SOUTHRN,4,12,1,2,58.6,51,0,87,0,0,1,25,17.4,2,5,174,0,10,74.7,69.6,75.8,,17.4,54.2,74.0,56.4,36,0,0,0,11,23,0,0,0,12,1,87,25,2.08,7.3,0.0,2
Brady Jones,200039,QB,W MICHIGAN,5,12,0,0,0.0,0,0,23,0,0,0,18,0.0,1,3,347,4,4,17.2,38.3,78.3,35.4,,,56.8,60.0,13,2,0,0,0,46,18,3,0,9,0,41,21,1.75,3.4,,1
Tailique Williams,123867,WR,W MICHIGAN,14,12,3,1,42.9,36,0,84,1,17,3,28,99.3,2,4,347,0,10,76.4,67.9,85.7,,,67.1,73.2,54.9,36,0,478,35,224,260,0,0,58,47,1,84,28,2.33,7.0,2.13,0
Trebor Pena,123051,WR,PENN STATE,13,12,3,1,21.9,16,0,73,3,9,3,33,54.1,3,3,266,1,9,60.1,74.1,62.8,,61.9,72.5,72.6,68.3,16,1,552,49,288,245,0,0,65,61,0,73,33,2.75,6.1,1.92,0
AJ Swann,157186,QB,APP STATE,7,12,3,0,0.0,0,0,-9,0,0,0,5,0.0,3,3,108,3,1,45.9,64.4,54.1,65.3,,,52.6,60.4,19,2,2,1,0,135,56,6,1,7,0,47,27,2.25,3.9,,3
Ryan Staub,171906,QB,COLORADO,5,12,2,0,0.0,0,1,12,0,0,0,4,0.0,4,5,143,2,0,27.1,45.7,40.5,46.7,,,54.6,60.0,29,3,0,0,0,37,75,9,0,3,1,87,21,1.75,7.3,,1
Deuce Adams,190581,QB,LOUISVILLE,6,12,1,0,0.0,0,0,38,0,0,1,14,14.0,2,3,210,2,6,33.5,67.4,76.9,73.1,,59.5,56.8,60.3,11,0,0,0,1,38,5,2,0,10,0,43,16,1.33,3.6,0.0,2
Ryan Boe,190878,QB,NWESTERN,7,12,4,2,63.8,74,0,107,0,0,4,82,271.1,3,4,256,0,7,73.0,76.3,74.6,43.2,,,84.6,60.0,58,0,0,0,0,29,9,1,0,11,1,116,82,6.83,9.7,,2
Micahi Danzy,190564,WR,FLORIDA ST,12,12,6,6,99.1,214,0,216,4,4,6,109,232.9,6,6,167,0,1,75.9,70.5,87.0,,69.5,66.2,83.7,62.8,64,0,571,27,275,218,0,0,45,39,3,216,109,9.08,18.0,2.08,0
Colin Chase,165302,WR,TEMPLE,12,12,1,1,30.4,21,0,69,1,3,1,20,12.8,2,3,306,1,8,56.4,65.8,87.9,,,65.6,64.7,57.5,21,1,414,40,375,325,0,0,63,52,0,69,20,1.67,5.8,1.1,2
Khamani Alexander,190388,HB,APP STATE,3,12,0,0,0.0,0,0,50,0,1,0,31,18.5,0,2,108,0,7,76.6,65.8,74.7,,70.5,68.3,64.9,57.6,7,0,17,2,13,20,0,0,3,14,0,50,31,2.58,4.2,1.31,5
Kenny Odom,164032,WR,UTEP,11,12,2,0,0.0,0,0,49,7,16,2,23,46.6,2,2,330,1,6,56.6,66.0,87.0,,62.2,65.4,63.9,61.1,13,1,586,62,333,203,0,0,100,74,0,49,23,1.92,4.1,1.76,1
Justus Savage,189806,HB,JVILLE ST,3,12,2,0,0.0,0,0,58,0,0,2,40,55.6,2,3,196,0,4,73.9,67.3,73.1,59.3,,58.6,66.7,60.0,12,0,0,0,2,14,0,0,0,12,0,58,40,3.33,4.8,0.0,8
Tre' Hartwell,171397,HB,W MICHIGAN,3,12,0,0,0.0,0,0,34,0,0,0,24,0.0,2,2,347,0,10,74.0,58.7,74.8,,71.5,47.6,56.2,75.8,11,0,0,0,5,18,0,0,1,12,0,34,24,2.0,2.8,0.0,2
TJ Peyton,204900,HB,GA STATE,6,12,2,1,75.4,49,0,65,0,0,2,51,65.4,1,1,175,1,5,45.8,54.0,75.5,,22.4,60.2,55.3,60.0,49,0,15,1,16,13,0,0,2,13,0,65,51,4.25,5.4,0.94,7
Seth Knothe,163378,HB,BOISE ST,3,12,3,0,0.0,0,0,51,0,0,3,38,79.2,0,3,120,0,3,74.0,69.0,73.0,,,,67.1,60.0,9,0,0,0,0,14,0,0,0,12,1,51,38,3.17,4.3,,9
Blake Kendall,156711,QB,JAMES MAD,4,12,0,0,0.0,0,0,1,0,0,0,12,0.0,0,1,197,0,5,74.0,70.0,70.7,,,,66.0,,5,0,0,0,0,12,0,0,0,12,0,1,12,1.0,0.1,,0
Breyahn Townsend,204775,HB,COAST CAR,6,12,4,0,0.0,0,0,29,0,0,4,22,56.4,0,2,141,1,6,25.4,59.5,73.9,,,57.0,60.5,60.0,8,0,9,1,8,13,0,0,2,13,0,29,22,1.83,2.4,1.13,5
Gavin Freeman,158078,WR,OKLA STATE,12,12,3,0,0.0,0,0,48,4,10,3,32,53.3,2,3,262,2,8,55.0,66.0,3.5,56.8,,66.1,70.5,60.7,13,3,481,53,266,156,0,0,69,65,0,48,32,2.67,4.0,1.81,3
Elijah Porter,188428,HB,N ILLINOIS,10,12,6,3,57.5,46,0,80,0,0,6,58,223.1,3,5,254,0,3,75.3,71.3,82.1,,83.0,60.3,78.2,51.6,16,0,67,1,18,70,0,0,2,13,0,80,58,4.83,6.7,3.72,9
Clayton Coppock,198608,WR,KENNESAW,11,12,2,0,0.0,0,0,47,1,1,2,40,24.4,2,1,200,0,11,76.0,67.2,28.0,,,68.0,67.8,56.2,11,2,324,29,228,194,0,0,41,41,1,47,40,3.33,3.9,1.42,0
Brandon Tennison,174109,QB,UTSA,7,12,2,0,0.0,0,0,8,0,0,0,10,0.0,2,4,331,0,2,71.6,66.1,35.1,63.0,,,67.0,60.0,12,1,0,0,0,53,36,5,0,7,0,44,41,3.42,3.7,,1
Victor Snow,158249,WR,BUFFALO,12,12,8,2,69.2,63,0,91,4,14,8,62,153.6,2,4,126,0,7,86.8,73.9,70.5,,,73.2,72.6,60.8,44,1,821,62,447,308,0,0,88,74,2,91,62,5.17,7.6,1.84,0
Cade Wolford,188243,WR,KENT STATE,12,12,5,2,54.2,52,0,96,1,2,5,68,128.0,2,3,201,0,1,76.0,80.3,28.9,,67.5,77.8,83.1,60.7,31,1,509,19,143,65,0,0,34,31,1,96,68,5.67,8.0,3.56,11
James McNeil Jr.,188152,HB,BUFFALO,4,12,4,1,38.8,26,0,67,0,0,4,57,158.3,2,6,126,0,1,74.0,80.8,72.0,,72.2,59.8,77.5,58.6,26,0,0,0,1,15,0,0,0,12,2,67,57,4.75,5.6,0.0,10
Agyeman Addae,199393,HB,UCF,6,12,2,1,40.0,20,0,50,1,1,2,30,39.5,1,3,323,0,2,74.6,60.1,77.4,60.6,78.3,61.0,59.0,56.5,20,0,70,7,29,24,0,0,9,19,0,50,30,2.5,4.2,2.41,10
